check_id;path;start_line;start_col;end_line;end_col;message;category;cwe;owasp;severity
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/cross-origin/7-Proxy/demo2/serverRes.js;6;1;8;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/cross-origin/9-iframe_form_postMessage/app.js;7;1;9;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/cross-origin/9-iframe_form_postMessage/target-app.js;7;1;9;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/cross-origin/9-iframe_form_postMessage/target-app.js;11;1;22;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/cross-origin/9-iframe_form_postMessage/target-app.js;24;1;34;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/express-es6-rest-api/src/api/index.js;12;2;14;4;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/fastify-jwt/types/jwt.test-d.ts;112;1;115;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/ghChat/server/src/app/routes/app.routes.ts;9;26;16;5;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/ghChat/server/src/app/routes/app.routes.ts;9;26;23;5;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/history/fixtures/block-library/index.js;9;1;11;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/history/fixtures/block-vanilla/index.js;9;1;11;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/jsonwebtoken.github.io/server.js;43;1;47;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/jsonwebtoken.github.io/server.js;49;1;53;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/jsonwebtoken.github.io/server.js;55;1;60;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/jsonwebtoken.github.io/server.js;63;1;65;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/learn-json-web-tokens/example/lib/helpers.js;125;5;139;7;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/learn-json-web-tokens/example/lib/helpers.js;170;5;179;7;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern-auth/routes/api/users.js;18;1;51;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern-auth/routes/api/users.js;56;1;107;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern-chat-app/backend/server.js;28;1;30;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern/server/src/index.js;30;1;30;49;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern/server/src/index.js;31;1;31;90;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/mern/server/src/user/router.js;5;1;7;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nginx-jwt/hosts/backend/server.js;7;1;9;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nginx-jwt/hosts/backend/server.js;11;1;17;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nginx-jwt/hosts/backend/server.js;19;1;25;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/node-express-mongodb-jwt-rest-api-skeleton/app/routes/index.js;27;1;29;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/node_passport_login/routes/users.js;16;1;77;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/node_passport_login/routes/users.js;89;1;93;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nodejs-jwt-authentication-sample/anonymous-routes.js;6;1;8;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nodejs-jwt-authentication-sample/protected-routes.js;29;1;31;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nodejs-jwt-authentication-sample/user-routes.js;68;1;89;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nodejs-jwt-authentication-sample/user-routes.js;91;1;113;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nunjucks/samples/express/main.js;25;1;29;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/nunjucks/samples/express/main.js;31;1;33;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/openscope/src/assets/scripts/server/index.js;13;1;15;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;38;1;51;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;53;1;57;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;59;1;102;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;106;1;126;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;127;1;174;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;176;1;204;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;206;1;234;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;236;1;264;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;266;1;294;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;296;1;321;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;323;1;341;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;346;1;396;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;400;1;409;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/pm2panel/pm2panel.js;414;1;444;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/React-Redux-Flask/static/server.js;33;1;35;3;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;13;1;13;149;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;14;1;14;145;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;15;1;15;178;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;16;1;16;147;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;17;1;17;137;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;18;1;18;147;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;19;1;19;133;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;20;1;20;147;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;21;1;21;157;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;22;1;22;149;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;23;1;23;159;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;24;1;24;153;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;25;1;25;145;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;26;1;26;139;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;27;1;27;139;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;28;1;28;147;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;29;1;29;115;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;30;1;30;147;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;31;1;31;153;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;34;1;34;162;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;35;1;35;150;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;36;1;36;189;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;37;1;37;182;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;38;1;38;162;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;41;1;41;171;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;42;1;42;159;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;45;1;45;179;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;46;1;46;149;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;47;1;47;179;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;48;1;48;165;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;49;1;49;179;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;50;1;50;199;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;51;1;51;161;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;52;1;52;145;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;53;1;53;159;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;54;1;54;167;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;55;1;55;132;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;56;1;56;134;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;57;1;57;150;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
project.semgrep-rules.unprotected-routes.express-unprotected-endpoint;/project/repos/Sefinek-Blocklist-Collection/www/routes/Blocklists/Deprecated.js;58;1;58;136;[BAC] Unprotected route detected ΓÇö No authentication middleware found.;security;['CWE-285: Improper Authorization'];['A01:2021 - Broken Access Control'];WARNING
